Local time,Open,High,Low,Close,Volume
29.03.2018 05:00:00.000 GMT+0800,7975,8074,7172,7172,1755.4
30.03.2018 05:00:00.000 GMT+0800,7172,7395,6661,6939,2681.0625000000005
31.03.2018 05:00:00.000 GMT+0800,6939,6939,6939,6939,0
01.04.2018 05:00:00.000 GMT+0800,6939,6939,6939,6939,0
02.04.2018 05:00:00.000 GMT+0800,6894,7186,6832,7004,1615.2675000000002
03.04.2018 05:00:00.000 GMT+0800,7008,7580,6996,7474,1589.7099999999998
04.04.2018 05:00:00.000 GMT+0800,7473,7516,6804,6904,1611.1550000000002
05.04.2018 05:00:00.000 GMT+0800,6911,6987,6652,6823,1920.5874999999999
06.04.2018 05:00:00.000 GMT+0800,6822,6920,6583,6675,1579.2575000000004
07.04.2018 05:00:00.000 GMT+0800,6675,6675,6675,6675,0
08.04.2018 05:00:00.000 GMT+0800,6675,6675,6675,6675,0
09.04.2018 05:00:00.000 GMT+0800,7068,7247,6691,6737,856.3374999999999
10.04.2018 05:00:00.000 GMT+0800,6737,6939,6732,6912,820.6225
11.04.2018 05:00:00.000 GMT+0800,6912,7036,6857,6966,898.9875
12.04.2018 05:00:00.000 GMT+0800,6964,8090,6833,7803,1452.145
13.04.2018 05:00:00.000 GMT+0800,7808,8292,7782,7966,1943.1625000000001
14.04.2018 05:00:00.000 GMT+0800,7966,7966,7966,7966,0
15.04.2018 05:00:00.000 GMT+0800,7966,7966,7966,7966,0
16.04.2018 05:00:00.000 GMT+0800,8377,8482,7976,8059,1489.4775
17.04.2018 05:00:00.000 GMT+0800,8059,8231,7899,7990,1439.9825000000003
18.04.2018 05:00:00.000 GMT+0800,7990,8304,7942,8262,857.755
